survey_id,customer_id,nps_score,survey_date,plan_type,contract_type,segment,feedback_category,feedback_text
SV-03061,C-2432,2,2024-11-07,Professional,Monthly,detractor,Technical,"The technical stability of the platform has been unacceptable; calls drop mid-conversation, and the video meetings freeze without warning. Because I haven't logged in for weeks, I missed several updates that could have helped, but the support tickets I opened never got a proper resolution. The critical incidents we faced last month caused us to lose a key client. I'm tired of dealing with these outages and am evaluating other solutions."
SV-02367,C-2433,8,2024-10-30,Enterprise,Monthly,passive,Feature Request,"Impressed with how our agents use the routing feature daily, but we wish the UI was a bit faster."
SV-02368,C-2433,8,2024-03-29,Enterprise,Monthly,passive,General,"While the heavy usage of our team shows the platform can handle volume, the occasional lag during video calls is frustrating. A smoother experience would make our remote meetings much more productive."
SV-04368,C-2434,4,2024-11-24,Starter,Annual,detractor,Technical,"Despite having a low usage profile, we constantly run into technical glitches that halt our workflow. The unresolved tickets keep piling up, and the critical nature of some issues makes us question the reliability. Integration with our CRM still feels clunky, and we haven't seen any improvements despite multiple requests. It's hard to justify the cost when the product feels broken."
SV-04369,C-2434,5,2024-03-06,Starter,Annual,detractor,Feature Request,"I appreciate the basic functionality, but the platform feels underpowered for our needs; the lack of advanced reporting is a major drawback. If you could add customizable dashboards, it would make a big difference."
SV-03552,C-2435,6,2024-04-20,Professional,Monthly,detractor,Onboarding,"Honestly, the platform works okay but the onboarding process left us hanging, especially the missing step‑by‑step guide for the call routing feature. We also haven't logged in for a while, so re‑engaging feels clunky."
SV-03551,C-2435,7,2024-07-28,Professional,Monthly,passive,Feature Request,"Overall, the system meets our daily needs, but it would be great to have a quick‑switch option between video and phone calls within the same UI. Also, a few of our agents have asked for a dark mode for after‑hours work."
SV-03952,C-2436,3,2024-11-04,Enterprise,Monthly,detractor,Billing,"Despite our heavy call volume, the recent payment failure still shows up on our account and we’re being billed for services we can’t access. The billing portal is confusing, and the support team took days to acknowledge the issue, which is unacceptable for an enterprise customer. We’ve already started the process of moving to a competitor because reliability and clear invoicing are non‑negotiable. Additionally, the critical incident last month caused call drops that impacted our customers. I hope the platform can address these gaps before we fully transition away."
SV-03953,C-2436,2,2024-03-15,Enterprise,Monthly,detractor,Billing,"Unbelievable how the platform keeps crashing during peak hours and the payment glitch still isn’t fixed—it's costing us real business."
SV-04286,C-2437,3,2024-06-14,Starter,Annual,detractor,Account,"Frustrating that our account manager never responded to the escalation about the unexpected fees, even though we’ve been a customer for years. The lack of transparent billing made us reconsider our contract, and the onboarding resources never covered these scenarios."
SV-04285,C-2437,2,2024-09-24,Starter,Annual,detractor,Account,"Ridiculous that the account portal shows outdated pricing while we’re being charged higher rates without warning."
SV-02804,C-2438,4,2024-07-21,Professional,Annual,detractor,Technical,"While the call routing works fine, the frequent outages have forced our support team to use external phones, which hurts our SLA commitments. Our agents also complain about the UI lag when switching between chat and video, especially during high‑traffic periods. The unresolved ticket about account access delays has been open for weeks, and each follow‑up gets a generic reply. Because of these issues, we’re actively evaluating other providers despite the platform’s strong feature set. It would help if the technical team could prioritize stability fixes."
SV-00513,C-2439,6,2024-08-27,Professional,Annual,detractor,Technical,"The video conferencing quality is decent, but we experience occasional echo on group calls that our engineers haven’t been able to resolve. Our technical team would appreciate more detailed logs to troubleshoot these audio issues."
SV-00514,C-2439,6,2024-04-09,Professional,Annual,detractor,Technical,"After months of using the platform, our agents rely on the call queue routing daily, yet the recent software update introduced a bug that drops calls after the third transfer. Support responded quickly, but the fix is still pending, and the downtime is affecting our customer satisfaction scores. We also notice that the integration with our CRM sometimes fails to sync call notes, requiring manual entry. These problems make it hard to justify renewing the contract at the current price. A roadmap for addressing these critical bugs would restore our confidence."
SV-00113,C-2440,2,2024-11-11,Starter,Monthly,detractor,General,"Completely unacceptable that the system barely works and we can’t even get basic call logging without constant errors."
